beneficiary_sk,beneficiary_id,household_id,first_name,last_name,gender,date_of_birth,age,nationality,vulnerability_status,household_size,program_enrolled,registration_date,scd_start_date,scd_end_date,is_current,record_status,biometric_verified,protection_flag,notes
2260,BEN-02260,HH-1477,Amina,Musa,Male,1955-05-07,69,Rohingya,Host Community,7,Livelihoods,2024-01-10,2024-01-10,9999-12-31,1,Active,1,0,
2261,BEN-02261,HH-0575,Omar,Musa,Male,1991-01-29,33,Nigerian,Refugee,12,Livelihoods,2023-02-08,2023-02-08,9999-12-31,1,Active,0,1,
2262,BEN-02262,HH-0553,Halima,Diallo,Male,1962-09-24,62,Rohingya,Refugee,2,Protection,2023-10-07,2023-10-07,9999-12-31,1,Active,0,0,
2263,BEN-02263,HH-0079,Omar,Diallo,Female,1959-11-12,65,Yemeni,Refugee,11,Shelter,2023-12-27,2023-12-27,9999-12-31,1,Deceased,1,0,
2264,BEN-02264,HH-0465,Fatima,Mohamed,Female,1968-10-25,56,Nigerian,Host Community,11,WASH,2023-12-05,2023-12-05,9999-12-31,1,Inactive,0,0,
2265,BEN-02265,HH-1634,Fatima,Osman,Male,1966-11-16,58,Sudanese,Host Community,10,Food Security,2022-06-11,2022-06-11,9999-12-31,1,Active,1,1,
2266,BEN-02266,HH-1813,Mariam,Warsame,Male,1982-02-11,42,Rohingya,Returnee,11,Protection,2023-01-14,2023-01-14,9999-12-31,1,Transferred,0,0,
2267,BEN-02267,HH-1073,Halima,Barre,Male,1959-12-17,65,Rohingya,IDP,9,Cash Assistance,2022-04-15,2022-04-15,9999-12-31,1,Active,0,0,
2268,BEN-02268,HH-0084,Zainab,Osman,Male,1973-04-14,51,Yemeni,Refugee,2,Livelihoods,2024-06-02,2024-06-02,9999-12-31,1,Active,0,0,
2269,BEN-02269,HH-1548,Ali,Barre,Male,1982-01-26,42,Afghan,IDP,8,Shelter,2023-10-03,2023-10-03,9999-12-31,1,Active,1,1,
2270,BEN-02270,HH-0507,Mariam,Warsame,Female,1990-11-17,34,Somali,IDP,2,Cash Assistance,2023-02-14,2023-02-14,9999-12-31,1,Inactive,0,1,
2271,BEN-02271,HH-1559,Ibrahim,Warsame,Male,2014-07-08,10,Congolese,Returnee,1,Education,2022-12-08,2022-12-08,9999-12-31,1,Active,0,1,
2272,BEN-02272,HH-0029,Zainab,Musa,Male,1985-03-11,39,Afghan,Stateless,4,Health,2022-11-24,2022-11-24,9999-12-31,1,Active,0,0,
2273,BEN-02273,HH-1891,Zainab,Musa,Female,1951-10-24,73,Somali,Returnee,12,Livelihoods,2023-04-27,2023-04-27,9999-12-31,1,Transferred,0,0,
2274,BEN-02274,HH-1477,Zainab,Musa,Male,1952-11-30,72,Congolese,Returnee,8,WASH,2023-11-07,2023-11-07,9999-12-31,1,Active,1,0,
2275,BEN-02275,HH-0575,Ali,Jama,Male,2018-03-27,6,Ethiopian,Stateless,6,Health,2023-03-17,2023-03-17,9999-12-31,1,Active,0,0,
2276,BEN-02276,HH-0757,Zainab,Ahmed,Female,1955-02-17,69,Ethiopian,Host Community,1,Shelter,2022-10-25,2022-10-25,9999-12-31,1,Active,0,0,
2277,BEN-02277,HH-0523,Omar,Barre,Female,1959-08-10,65,Yemeni,Returnee,7,Livelihoods,2023-05-20,2023-05-20,9999-12-31,1,Active,0,0,
2278,BEN-02278,HH-0600,Zainab,Diallo,Female,1959-11-21,65,Ethiopian,IDP,2,WASH,2023-11-10,2023-11-10,9999-12-31,1,Active,1,1,
2279,BEN-02279,HH-0461,Fatima,Diallo,Male,2005-03-06,19,Nigerian,Returnee,8,Health,2024-02-02,2024-02-02,9999-12-31,1,Active,1,0,
2280,BEN-02280,HH-0302,Zainab,Osman,Female,1951-06-02,73,Nigerian,IDP,7,Cash Assistance,2024-04-15,2024-04-15,9999-12-31,1,Inactive,0,0,
2281,BEN-02281,HH-0229,Ibrahim,Mohamed,Male,1964-07-05,60,South Sudanese,Stateless,8,WASH,2024-11-08,2024-11-08,9999-12-31,1,Inactive,1,0,
2282,BEN-02282,HH-0814,Zainab,Osman,Female,1958-10-15,66,Syrian,IDP,11,Livelihoods,2023-05-20,2023-05-20,9999-12-31,1,Active,0,0,
2283,BEN-02283,HH-0736,Omar,Musa,Female,2019-05-04,5,Syrian,Refugee,8,Education,2022-02-25,2022-02-25,9999-12-31,1,Active,0,0,
2284,BEN-02284,HH-0116,Yusuf,Warsame,Female,1983-06-24,41,South Sudanese,Refugee,3,Food Security,2023-02-07,2023-02-07,9999-12-31,1,Active,0,1,
2285,BEN-02285,HH-0500,Hassan,Barre,Male,2016-08-09,8,Sudanese,Host Community,11,Cash Assistance,2024-12-02,2024-12-02,9999-12-31,1,Transferred,1,0,
2286,BEN-02286,HH-0927,Ibrahim,Diallo,Male,1995-02-16,29,South Sudanese,Host Community,1,WASH,2024-03-29,2024-03-29,9999-12-31,1,Active,0,1,
2287,BEN-02287,HH-0610,Fatima,Jama,Male,2010-12-15,14,Sudanese,Returnee,9,Health,2023-12-14,2023-12-14,9999-12-31,1,Active,1,0,
2288,BEN-02288,HH-0147,Amina,Ndlovu,Male,1990-01-18,34,Sudanese,IDP,5,Protection,2022-12-20,2022-12-20,9999-12-31,1,Active,0,0,
2289,BEN-02289,HH-0006,Fatima,Ahmed,Male,1964-04-29,60,Yemeni,IDP,3,Food Security,2022-11-01,2022-11-01,9999-12-31,1,Inactive,0,0,
2290,BEN-02290,HH-1806,Ibrahim,Jama,Male,2011-06-20,13,Afghan,IDP,7,Food Security,2022-06-07,2022-06-07,9999-12-31,1,Active,0,0,
2291,BEN-02291,HH-0503,Ibrahim,Musa,Male,2008-03-07,16,Syrian,Stateless,10,Education,2024-09-07,2024-09-07,9999-12-31,1,Active,0,1,
2292,BEN-02292,HH-0088,Amina,Ndlovu,Male,1966-07-11,58,Somali,Host Community,12,Health,2022-04-05,2022-04-05,9999-12-31,1,Inactive,0,0,
2293,BEN-02293,HH-0889,Ali,Warsame,Female,1990-12-23,34,South Sudanese,Stateless,10,Cash Assistance,2022-08-22,2022-08-22,9999-12-31,1,Active,1,1,
2294,BEN-02294,HH-0761,Fatima,Osman,Male,1950-07-30,74,Nigerian,Host Community,11,Education,2024-12-19,2024-12-19,9999-12-31,1,Active,0,1,
2295,BEN-02295,HH-0291,Zainab,Kofi,Female,2004-04-28,20,Yemeni,Returnee,2,Shelter,2024-08-25,2024-08-25,9999-12-31,1,Active,0,0,
2296,BEN-02296,HH-0914,Fatima,Jama,Female,1971-03-15,53,Congolese,Returnee,4,Cash Assistance,2024-06-18,2024-06-18,9999-12-31,1,Active,1,1,
2297,BEN-02297,HH-1892,Mariam,Jama,Male,2018-08-16,6,South Sudanese,Host Community,6,Livelihoods,2024-02-21,2024-02-21,9999-12-31,1,Active,1,0,
2298,BEN-02298,HH-0979,Yusuf,Diallo,Male,1998-11-06,26,Congolese,IDP,11,Education,2024-12-10,2024-12-10,9999-12-31,1,Active,1,0,
2299,BEN-02299,HH-1815,Ibrahim,Mohamed,Female,1976-08-28,48,Afghan,IDP,12,WASH,2024-03-11,2024-03-11,9999-12-31,1,Active,0,0,
2300,BEN-02300,HH-0853,Fatima,Warsame,Male,1956-06-04,68,Somali,Host Community,3,Education,2024-07-25,2024-07-25,9999-12-31,1,Active,1,1,
2301,BEN-02301,HH-0425,Ibrahim,Warsame,Female,1997-09-19,27,South Sudanese,Host Community,7,Cash Assistance,2024-05-13,2024-05-13,9999-12-31,1,Active,0,1,
2302,BEN-02302,HH-1849,Mariam,Diallo,Male,2003-03-20,21,Afghan,Stateless,9,WASH,2024-11-11,2024-11-11,9999-12-31,1,Active,0,0,
2303,BEN-02303,HH-0823,Ali,Osman,Female,1993-08-22,31,Nigerian,IDP,12,Shelter,2023-04-12,2023-04-12,9999-12-31,1,Inactive,0,0,
2304,BEN-02304,HH-0989,Amina,Kofi,Female,2009-05-01,15,Nigerian,IDP,5,Health,2022-12-10,2022-12-10,9999-12-31,1,Active,0,0,
2305,BEN-02305,HH-1186,Fatima,Osman,Female,1983-11-01,41,Congolese,IDP,9,Shelter,2022-10-25,2022-10-25,9999-12-31,1,Active,1,0,
2306,BEN-02306,HH-1099,Fatima,Barre,Female,1951-11-01,73,South Sudanese,Returnee,6,Livelihoods,2022-06-29,2022-06-29,9999-12-31,1,Active,0,0,
2307,BEN-02307,HH-1832,Yusuf,Musa,Female,2001-09-22,23,Nigerian,Stateless,1,Cash Assistance,2024-09-04,2024-09-04,9999-12-31,1,Active,1,0,
2308,BEN-02308,HH-0227,Yusuf,Jama,Female,1993-12-28,31,Yemeni,Returnee,6,Health,2022-09-12,2022-09-12,9999-12-31,1,Active,0,0,
2309,BEN-02309,HH-0158,Mariam,Ahmed,Female,1950-11-05,74,Afghan,IDP,2,Protection,2024-06-05,2024-06-05,9999-12-31,1,Active,1,0,
2310,BEN-02310,HH-1957,Halima,Ndlovu,Female,2003-07-04,21,Congolese,Returnee,2,Protection,2024-08-02,2024-08-02,9999-12-31,1,Active,0,1,
2311,BEN-02311,HH-1872,Hassan,Jama,Male,1969-07-20,55,Somali,Stateless,4,Food Security,2024-09-26,2024-09-26,9999-12-31,1,Active,1,0,
2312,BEN-02312,HH-1317,Amina,Barre,Male,1960-03-18,64,Afghan,Returnee,6,WASH,2023-03-01,2023-03-01,9999-12-31,1,Inactive,0,0,
2313,BEN-02313,HH-0455,Ali,Kofi,Male,1960-04-23,64,Sudanese,Refugee,8,Cash Assistance,2024-03-07,2024-03-07,9999-12-31,1,Active,1,0,
2314,BEN-02314,HH-0497,Mariam,Mohamed,Female,1977-11-08,47,Ethiopian,Host Community,9,Cash Assistance,2022-04-26,2022-04-26,9999-12-31,1,Active,0,1,
2315,BEN-02315,HH-0314,Mariam,Warsame,Male,1971-01-12,54,Nigerian,IDP,3,Cash Assistance,2022-09-11,2022-09-11,9999-12-31,1,Inactive,0,0,
2316,BEN-02316,HH-0143,Zainab,Mohamed,Female,1989-04-16,35,Rohingya,Refugee,11,Education,2023-07-12,2023-07-12,9999-12-31,1,Inactive,0,0,
2317,BEN-02317,HH-1448,Ali,Kofi,Male,1959-07-16,65,Somali,Stateless,7,WASH,2023-01-09,2023-01-09,9999-12-31,1,Active,0,0,
2318,BEN-02318,HH-1690,Ali,Jama,Female,1973-03-01,51,Yemeni,IDP,2,Cash Assistance,2022-07-20,2022-07-20,9999-12-31,1,Active,1,0,
2319,BEN-02319,HH-1225,Ibrahim,Jama,Female,1950-10-12,74,Nigerian,Refugee,11,Protection,2024-08-21,2024-08-21,9999-12-31,1,Active,0,0,
2320,BEN-02320,HH-0278,Yusuf,Diallo,Male,2001-12-21,23,Somali,Returnee,8,WASH,2024-08-09,2024-08-09,9999-12-31,1,Active,1,1,
2321,BEN-02321,HH-0132,Fatima,Ahmed,Male,1985-12-05,39,Nigerian,Returnee,4,Protection,2024-11-06,2024-11-06,9999-12-31,1,Active,0,0,
2322,BEN-02322,HH-1346,Ali,Warsame,Male,1960-11-09,64,Congolese,Host Community,3,Shelter,2024-09-07,2024-09-07,9999-12-31,1,Active,0,0,
2323,BEN-02323,HH-1802,Ali,Diallo,Female,1958-06-10,66,Sudanese,IDP,12,WASH,2024-12-11,2024-12-11,9999-12-31,1,Active,0,0,
2324,BEN-02324,HH-1329,Yusuf,Warsame,Female,1958-06-12,66,Congolese,Host Community,9,Education,2022-07-24,2022-07-24,9999-12-31,1,Active,0,0,
2325,BEN-02325,HH-0502,Halima,Diallo,Female,1964-02-12,60,Syrian,Returnee,6,Health,2023-07-27,2023-07-27,9999-12-31,1,Active,0,1,
2326,BEN-02326,HH-0689,Ibrahim,Warsame,Male,2008-12-22,16,Nigerian,Stateless,5,Health,2022-05-14,2022-05-14,9999-12-31,1,Active,0,0,
2327,BEN-02327,HH-1838,Ali,Barre,Male,2005-09-17,19,Yemeni,Host Community,11,Shelter,2022-05-14,2022-05-14,9999-12-31,1,Active,0,0,
2328,BEN-02328,HH-1042,Omar,Kofi,Male,2011-05-26,13,Somali,Refugee,11,WASH,2022-04-25,2022-04-25,9999-12-31,1,Active,0,0,
2329,BEN-02329,HH-0073,Omar,Ahmed,Female,1966-04-05,58,Afghan,Returnee,7,Protection,2022-12-26,2022-12-26,9999-12-31,1,Active,1,0,
2330,BEN-02330,HH-1101,Ibrahim,Osman,Female,1970-12-20,54,Somali,Refugee,11,WASH,2023-04-20,2023-04-20,9999-12-31,1,Active,1,0,
2331,BEN-02331,HH-0575,Omar,Warsame,Male,1977-05-31,47,Afghan,Returnee,11,Shelter,2022-09-17,2022-09-17,9999-12-31,1,Active,1,0,
2332,BEN-02332,HH-0413,Yusuf,Jama,Male,1986-10-17,38,Sudanese,Host Community,4,Livelihoods,2023-01-27,2023-01-27,9999-12-31,1,Active,0,1,
2333,BEN-02333,HH-1499,Amina,Jama,Female,1989-02-17,35,Yemeni,Host Community,3,Education,2023-06-06,2023-06-06,9999-12-31,1,Active,0,0,
2334,BEN-02334,HH-1136,Halima,Ndlovu,Male,1984-06-04,40,Syrian,Host Community,4,Cash Assistance,2022-10-01,2022-10-01,9999-12-31,1,Inactive,1,0,
2335,BEN-02335,HH-1653,Zainab,Ndlovu,Female,1964-08-19,60,Syrian,Refugee,4,Protection,2024-12-07,2024-12-07,9999-12-31,1,Inactive,0,1,
2336,BEN-02336,HH-0430,Halima,Musa,Male,1975-06-04,49,Syrian,Returnee,6,Food Security,2023-11-01,2023-11-01,9999-12-31,1,Active,1,0,
2337,BEN-02337,HH-1561,Zainab,Musa,Female,1950-05-29,74,Ethiopian,IDP,9,Livelihoods,2022-03-19,2022-03-19,9999-12-31,1,Active,0,0,
2338,BEN-02338,HH-1366,Ibrahim,Jama,Female,2016-05-08,8,Afghan,Returnee,10,Education,2024-04-03,2024-04-03,9999-12-31,1,Active,0,0,
2339,BEN-02339,HH-1787,Ibrahim,Musa,Male,1991-01-19,33,Somali,Host Community,10,Livelihoods,2022-02-15,2022-02-15,9999-12-31,1,Transferred,1,0,
2340,BEN-02340,HH-1636,Hassan,Warsame,Female,2018-01-25,6,Somali,Host Community,7,Livelihoods,2023-03-17,2023-03-17,9999-12-31,1,Inactive,0,1,
2341,BEN-02341,HH-0001,Halima,Osman,Female,2015-04-21,9,South Sudanese,Refugee,7,Livelihoods,2023-10-30,2023-10-30,9999-12-31,1,Active,0,0,
2342,BEN-02342,HH-1422,Ali,Ndlovu,Female,1968-05-04,56,Nigerian,Stateless,6,Food Security,2023-08-05,2023-08-05,9999-12-31,1,Transferred,0,0,
2343,BEN-02343,HH-1323,Halima,Kofi,Female,2018-02-19,6,Nigerian,IDP,8,Cash Assistance,2022-02-04,2022-02-04,9999-12-31,1,Active,1,0,
2344,BEN-02344,HH-0148,Mariam,Jama,Male,1965-12-18,59,Yemeni,Returnee,2,Education,2024-06-09,2024-06-09,9999-12-31,1,Deceased,1,0,
2345,BEN-02345,HH-1104,Halima,Barre,Female,1954-12-31,70,Congolese,Returnee,5,Health,2023-05-08,2023-05-08,9999-12-31,1,Active,1,0,
2346,BEN-02346,HH-1554,Ibrahim,Jama,Male,2001-05-28,23,Afghan,IDP,6,Cash Assistance,2023-05-16,2023-05-16,9999-12-31,1,Active,0,0,
2347,BEN-02347,HH-1742,Omar,Barre,Female,1951-12-14,73,Nigerian,Host Community,2,WASH,2022-06-12,2022-06-12,9999-12-31,1,Active,0,0,
2348,BEN-02348,HH-0942,Halima,Jama,Female,1963-03-24,61,Syrian,Refugee,4,Protection,2024-09-29,2024-09-29,9999-12-31,1,Active,1,0,
2349,BEN-02349,HH-0442,Yusuf,Warsame,Female,1967-06-07,57,Sudanese,Stateless,5,Protection,2024-05-15,2024-05-15,9999-12-31,1,Active,0,1,
2350,BEN-02350,HH-0477,Fatima,Jama,Male,2017-01-13,7,Congolese,IDP,4,Cash Assistance,2023-05-16,2023-05-16,9999-12-31,1,Active,0,0,
2351,BEN-02351,HH-0919,Ali,Osman,Female,1992-10-10,32,Ethiopian,Host Community,6,Livelihoods,2022-04-08,2022-04-08,9999-12-31,1,Active,0,0,
2352,BEN-02352,HH-1824,Omar,Kofi,Male,2010-07-30,14,Afghan,Returnee,9,Cash Assistance,2024-04-26,2024-04-26,9999-12-31,1,Active,0,1,
2353,BEN-02353,HH-1605,Mariam,Ndlovu,Female,1994-06-28,30,Ethiopian,IDP,5,Cash Assistance,2023-06-27,2023-06-27,9999-12-31,1,Active,0,0,
2354,BEN-02354,HH-1613,Yusuf,Diallo,Male,1990-01-09,35,Syrian,Returnee,8,Protection,2024-07-30,2024-07-30,9999-12-31,1,Active,0,0,
2355,BEN-02355,HH-0047,Mariam,Kofi,Female,1973-10-15,51,Yemeni,Refugee,5,Livelihoods,2022-11-04,2022-11-04,9999-12-31,1,Active,0,0,
2356,BEN-02356,HH-1545,Mariam,Ahmed,Male,1956-10-27,68,South Sudanese,Stateless,10,Food Security,2023-10-12,2023-10-12,9999-12-31,1,Inactive,0,0,
2357,BEN-02357,HH-1513,Amina,Kofi,Female,2001-03-23,23,Afghan,Host Community,12,Shelter,2023-07-23,2023-07-23,9999-12-31,1,Active,0,0,
2358,BEN-02358,HH-1076,Halima,Kofi,Female,1980-10-22,44,Sudanese,Host Community,3,WASH,2023-05-16,2023-05-16,9999-12-31,1,Transferred,1,1,
2359,BEN-02359,HH-1293,Amina,Diallo,Female,1988-07-24,36,Syrian,Refugee,10,Health,2022-03-07,2022-03-07,9999-12-31,1,Active,0,0,
2360,BEN-02360,HH-1689,Ibrahim,Osman,Male,1977-08-08,47,Nigerian,Stateless,9,Protection,2024-01-11,2024-01-11,9999-12-31,1,Inactive,1,0,
2361,BEN-02361,HH-1399,Halima,Jama,Male,1999-02-17,25,Syrian,Host Community,7,Protection,2022-07-28,2022-07-28,9999-12-31,1,Active,0,0,
2362,BEN-02362,HH-0871,Fatima,Jama,Female,1992-03-14,32,Rohingya,Returnee,11,Food Security,2024-07-07,2024-07-07,9999-12-31,1,Active,0,1,
2363,BEN-02363,HH-1122,Omar,Musa,Male,1985-11-16,39,Yemeni,IDP,6,Protection,2024-02-25,2024-02-25,9999-12-31,1,Active,0,0,
2364,BEN-02364,HH-1315,Zainab,Osman,Female,1951-07-04,73,Congolese,IDP,12,WASH,2024-12-14,2024-12-14,9999-12-31,1,Active,1,0,
2365,BEN-02365,HH-1861,Yusuf,Diallo,Female,1994-07-14,30,Ethiopian,Returnee,11,WASH,2024-05-15,2024-05-15,9999-12-31,1,Active,0,0,
2366,BEN-02366,HH-0519,Amina,Ndlovu,Male,1963-12-16,61,Sudanese,Refugee,9,Protection,2022-05-18,2022-05-18,9999-12-31,1,Active,0,1,
2367,BEN-02367,HH-1777,Ali,Ahmed,Male,1977-08-04,47,Ethiopian,Returnee,12,Cash Assistance,2024-07-12,2024-07-12,9999-12-31,1,Active,0,0,
2368,BEN-02368,HH-0006,Ali,Ndlovu,Female,1977-02-18,47,Ethiopian,Refugee,1,Shelter,2022-09-20,2022-09-20,9999-12-31,1,Transferred,1,1,
2369,BEN-02369,HH-1717,Halima,Osman,Female,2007-11-17,17,Afghan,Host Community,8,Livelihoods,2023-04-08,2023-04-08,9999-12-31,1,Active,1,0,
2370,BEN-02370,HH-0157,Hassan,Ahmed,Male,1968-04-06,56,Congolese,Host Community,9,Cash Assistance,2024-01-21,2024-01-21,9999-12-31,1,Active,0,0,
2371,BEN-02371,HH-0716,Ali,Musa,Female,1997-12-14,27,Congolese,Refugee,8,Cash Assistance,2022-06-10,2022-06-10,9999-12-31,1,Active,0,0,
2372,BEN-02372,HH-0622,Fatima,Mohamed,Female,2001-10-18,23,Yemeni,Host Community,9,Health,2024-12-06,2024-12-06,9999-12-31,1,Active,0,0,
2373,BEN-02373,HH-1931,Fatima,Musa,Male,1969-04-20,55,Ethiopian,Stateless,10,Health,2023-02-25,2023-02-25,9999-12-31,1,Active,0,0,
2374,BEN-02374,HH-0402,Hassan,Osman,Female,2015-09-14,9,Afghan,IDP,5,Shelter,2022-04-24,2022-04-24,9999-12-31,1,Inactive,1,0,
2375,BEN-02375,HH-1412,Zainab,Ndlovu,Female,1964-02-01,60,Sudanese,Refugee,10,Health,2022-07-30,2022-07-30,9999-12-31,1,Active,0,0,
2376,BEN-02376,HH-1853,Ali,Warsame,Male,1963-11-19,61,Somali,Host Community,12,Protection,2024-08-25,2024-08-25,9999-12-31,1,Active,1,0,
2377,BEN-02377,HH-0743,Ali,Diallo,Male,1979-10-26,45,Yemeni,IDP,1,WASH,2023-12-31,2023-12-31,9999-12-31,1,Active,0,0,
2378,BEN-02378,HH-0904,Hassan,Osman,Male,1950-12-03,74,South Sudanese,Stateless,12,Protection,2024-07-10,2024-07-10,9999-12-31,1,Active,0,0,
2379,BEN-02379,HH-0655,Mariam,Kofi,Female,2009-07-16,15,Sudanese,Host Community,6,Education,2023-10-03,2023-10-03,9999-12-31,1,Active,0,0,
2380,BEN-02380,HH-0290,Ibrahim,Musa,Female,2003-08-14,21,Yemeni,IDP,1,Protection,2022-07-21,2022-07-21,9999-12-31,1,Active,1,0,
2381,BEN-02381,HH-1991,Fatima,Kofi,Female,1952-01-21,72,Nigerian,Refugee,1,Food Security,2024-05-08,2024-05-08,9999-12-31,1,Transferred,0,0,
2382,BEN-02382,HH-0275,Fatima,Kofi,Male,1964-05-11,60,Afghan,Stateless,3,Shelter,2023-05-28,2023-05-28,9999-12-31,1,Active,0,1,
2383,BEN-02383,HH-0350,Ibrahim,Musa,Female,1981-12-04,43,Congolese,Refugee,9,WASH,2024-04-03,2024-04-03,9999-12-31,1,Active,0,0,
2384,BEN-02384,HH-0023,Halima,Musa,Male,2016-11-26,8,Congolese,Host Community,8,Shelter,2022-01-08,2022-01-08,9999-12-31,1,Inactive,0,1,
2385,BEN-02385,HH-0324,Omar,Diallo,Male,1954-05-30,70,Syrian,Host Community,9,Cash Assistance,2023-02-17,2023-02-17,9999-12-31,1,Active,0,0,
2386,BEN-02386,HH-1140,Mariam,Osman,Male,1972-10-17,52,Nigerian,Host Community,2,Education,2023-01-27,2023-01-27,9999-12-31,1,Active,0,0,
2387,BEN-02387,HH-1812,Amina,Mohamed,Female,1979-09-18,45,South Sudanese,Returnee,1,Education,2024-11-14,2024-11-14,9999-12-31,1,Active,1,0,
2388,BEN-02388,HH-0858,Halima,Warsame,Female,1973-07-09,51,Ethiopian,Returnee,7,Cash Assistance,2022-01-27,2022-01-27,9999-12-31,1,Active,0,0,
2389,BEN-02389,HH-1300,Hassan,Musa,Female,1973-01-27,51,Afghan,Returnee,12,Education,2022-06-20,2022-06-20,9999-12-31,1,Active,1,1,
2390,BEN-02390,HH-0884,Omar,Ahmed,Female,1979-07-16,45,Rohingya,Stateless,9,Livelihoods,2023-12-27,2023-12-27,9999-12-31,1,Inactive,0,0,
2391,BEN-02391,HH-0152,Ali,Kofi,Male,1988-03-07,36,Afghan,IDP,3,Food Security,2023-05-02,2023-05-02,9999-12-31,1,Transferred,1,0,
2392,BEN-02392,HH-0019,Yusuf,Barre,Female,1999-11-19,25,Syrian,Refugee,10,Food Security,2024-02-22,2024-02-22,9999-12-31,1,Active,1,0,
2393,BEN-02393,HH-1557,Yusuf,Jama,Female,1979-07-17,45,Sudanese,Stateless,3,Education,2022-09-06,2022-09-06,9999-12-31,1,Active,0,0,
2394,BEN-02394,HH-1657,Zainab,Diallo,Female,1973-04-17,51,Sudanese,Host Community,8,Shelter,2024-07-30,2024-07-30,9999-12-31,1,Active,0,0,
2395,BEN-02395,HH-0972,Ali,Diallo,Female,1958-05-05,66,Sudanese,IDP,11,Protection,2024-04-17,2024-04-17,9999-12-31,1,Active,0,0,
2396,BEN-02396,HH-0828,Hassan,Kofi,Female,1995-10-21,29,Afghan,IDP,10,Shelter,2024-11-24,2024-11-24,9999-12-31,1,Active,0,0,
2397,BEN-02397,HH-1856,Omar,Jama,Male,1964-04-02,60,Somali,Stateless,4,Shelter,2024-12-12,2024-12-12,9999-12-31,1,Active,1,0,
2398,BEN-02398,HH-1054,Halima,Kofi,Female,1989-03-09,35,Afghan,Returnee,7,Livelihoods,2024-11-10,2024-11-10,9999-12-31,1,Active,0,1,
2399,BEN-02399,HH-1642,Hassan,Ahmed,Female,1974-12-28,50,Ethiopian,Host Community,10,Cash Assistance,2023-10-26,2023-10-26,9999-12-31,1,Inactive,0,0,
2400,BEN-02400,HH-0474,Halima,Ahmed,Male,1963-02-24,61,Syrian,Host Community,6,Cash Assistance,2022-06-12,2022-06-12,9999-12-31,1,Active,1,1,
2401,BEN-02401,HH-1978,Yusuf,Osman,Male,1974-08-19,50,Ethiopian,Stateless,7,Shelter,2024-07-25,2024-07-25,9999-12-31,1,Active,0,0,
2402,BEN-02402,HH-1618,Zainab,Musa,Female,2017-02-14,7,Afghan,Host Community,6,WASH,2022-08-30,2022-08-30,9999-12-31,1,Active,0,0,
2403,BEN-02403,HH-1572,Halima,Kofi,Female,1978-07-22,46,Somali,Stateless,7,Livelihoods,2022-05-28,2022-05-28,9999-12-31,1,Active,0,0,
2404,BEN-02404,HH-1871,Amina,Musa,Male,2014-10-30,10,Yemeni,Stateless,3,Food Security,2022-01-17,2022-01-17,9999-12-31,1,Inactive,0,0,
2405,BEN-02405,HH-1554,Halima,Musa,Female,1953-05-18,71,Congolese,IDP,5,Shelter,2022-06-25,2022-06-25,9999-12-31,1,Active,0,0,
2406,BEN-02406,HH-0983,Ibrahim,Kofi,Male,1977-05-23,47,Nigerian,Stateless,5,Protection,2022-12-09,2022-12-09,9999-12-31,1,Active,1,0,
2407,BEN-02407,HH-1989,Amina,Warsame,Male,2006-11-10,18,Sudanese,IDP,5,Food Security,2024-11-02,2024-11-02,9999-12-31,1,Active,0,0,
2408,BEN-02408,HH-0768,Hassan,Kofi,Female,1989-05-09,35,Syrian,Refugee,6,Cash Assistance,2023-05-11,2023-05-11,9999-12-31,1,Active,0,0,
2409,BEN-02409,HH-1200,Omar,Kofi,Male,1980-12-15,44,Nigerian,Returnee,8,Education,2023-05-17,2023-05-17,9999-12-31,1,Transferred,0,0,
2410,BEN-02410,HH-0099,Halima,Ahmed,Female,1994-06-24,30,Ethiopian,Stateless,10,Health,2022-10-06,2022-10-06,9999-12-31,1,Active,0,0,
2411,BEN-02411,HH-1682,Halima,Kofi,Female,2013-10-01,11,Congolese,Stateless,6,Food Security,2024-12-22,2024-12-22,9999-12-31,1,Active,1,0,
2412,BEN-02412,HH-1141,Ali,Diallo,Female,1978-10-18,46,Syrian,Host Community,6,Shelter,2023-03-22,2023-03-22,9999-12-31,1,Active,1,1,
2413,BEN-02413,HH-0533,Ali,Musa,Female,1966-05-13,58,Afghan,Returnee,11,Education,2024-05-03,2024-05-03,9999-12-31,1,Active,0,0,
2414,BEN-02414,HH-1703,Mariam,Ndlovu,Male,1989-12-30,35,Nigerian,Stateless,2,Health,2022-02-15,2022-02-15,9999-12-31,1,Active,0,0,
2415,BEN-02415,HH-1173,Yusuf,Warsame,Male,1956-02-24,68,Ethiopian,Stateless,3,Cash Assistance,2022-11-10,2022-11-10,9999-12-31,1,Active,1,1,
2416,BEN-02416,HH-1065,Ali,Jama,Female,1974-09-22,50,Nigerian,Returnee,5,Livelihoods,2022-12-31,2022-12-31,9999-12-31,1,Active,0,1,
2417,BEN-02417,HH-1193,Amina,Barre,Male,2019-12-28,5,Yemeni,Host Community,5,Education,2023-10-16,2023-10-16,9999-12-31,1,Active,0,0,
2418,BEN-02418,HH-0456,Ibrahim,Jama,Female,2007-04-19,17,Syrian,Refugee,6,Protection,2023-09-19,2023-09-19,9999-12-31,1,Inactive,1,0,
2419,BEN-02419,HH-1700,Zainab,Warsame,Male,2015-02-16,9,Syrian,Returnee,12,WASH,2022-01-06,2022-01-06,9999-12-31,1,Active,1,0,
